"","Name","Clade","stopFree","CPC2","LGC","CPPred","RNAcode","PhyloCSF","tcode","RNAsamba","bioseq2seq","randScore","PLEK"
"6448","OffNeg_NC_058381.1_54107119_54107016","catGroup",252,0.0139494,-0.431,0.0367108,4.509,-133.4644,0.704,0.03189,0.003,5,-2.01568
"6449","OffNeg_NC_058381.1_54814073_54814297","catGroup",300,0.0632149,-0.868,0.020735,7.976,-207.0794,1.068,0.1006,0.9357,43,-1.38714
"6450","OffNeg_NC_058381.1_55328795_55328889","catGroup",126,0.0133032,-0.556,1.13429e-07,8.979,-169.173,0.534,0.06576,7e-04,44,-2.0706
"6451","OffNeg_NC_058381.1_55898449_55898347","catGroup",195,0.0658959,-0.649,0.105952,7.092,-8.42,1.11,0.11426,0.0165,52,-2.26725
"6452","OffNeg_NC_058381.1_55942836_55942999","catGroup",314,0.0562559,-0.536,0.00768443,12.754,-12.2756,0.784,0.16659,0.1892,66,-1.68792
"6453","OffNeg_NC_058381.1_56140975_56141185","catGroup",195,0.0530167,-0.073,0.0656697,4.158,-105.9057,0.861,0.20277,3e-04,83,-2.2568
"6454","OffNeg_NC_058381.1_56361197_56361322","catGroup",201,0.0178141,0,0.0132372,9.097,-87.2129,0.918,0.05762,9e-04,63,-2.05132
"6455","OffNeg_NC_058381.1_56686547_56686446","catGroup",252,0.0195947,0,0.00695051,7.076,-13.5469,0.948,0.02954,0.0015,92,-1.93295
"6456","OffNeg_NC_058381.1_56993263_56993428","catGroup",294,0.174387,0,0.00964358,10.364,-44.2043,0.734,0.16518,0.004,33,-1.92761
"6457","OffNeg_NC_058381.1_57971472_57971610","catGroup",231,0.045942,-0.269,0.00858727,7.599,-201.1246,0.857,0.1567,0.0381,92,-2.00894
"6458","OffNeg_NC_058381.1_58110637_58110457","catGroup",273,0.287905,-0.905,0.00972034,10.085,-101.7193,1.152,0.02996,0.008,67,-2.23925
"6459","OffNeg_NC_058381.1_58116658_58116509","catGroup",297,0.175336,0,0.406079,7.924,-16.0891,0.964,0.13442,0.0032,53,-1.98648
"6460","OffNeg_NC_058381.1_58123432_58123227","catGroup",297,0.0701928,-0.459,0.00167193,7.158,-104.3412,0.694,0.07955,0.03,86,-1.61929
"6461","OffNeg_NC_058381.1_58167187_58166938","catGroup",222,0.0560758,-1.287,0.00261756,7.822,-152.6115,1.064,0.31438,0.007,63,-1.45788
"6462","OffNeg_NC_058381.1_58246934_58246775","catGroup",204,0.0231625,-0.459,0.0135122,5.77,-30.266,1.137,0.05695,0.0026,31,-2.0649
"6463","OffNeg_NC_058381.1_5937040_5937160","catGroup",144,0.104111,2.351,0.00632069,6.23,12.3663,0.695,0.02491,0.3956,34,-2.66942
"6464","OffNeg_NC_058381.1_59548266_59548379","catGroup",237,0.0105743,-1.009,0.00567506,8.249,-84.8946,0.992,0.03927,0.0078,36,-2.01203
"6465","OffNeg_NC_058381.1_60078165_60077979","catGroup",333,0.0257538,0,0.0215174,7.819,-2.0547,0.765,0.72915,0.003,38,-1.43829
"6466","OffNeg_NC_058381.1_60359266_60359403","catGroup",288,0.126443,0,0.629745,6.266,-121.3743,1.072,0.0583,0.0165,70,-1.78833
"6467","OffNeg_NC_058381.1_629723_629612","catGroup",231,0.0210297,-0.283,0.129654,6.437,-103.899,0.971,0.10218,3e-04,42,-2.03548
"6468","OffNeg_NC_058381.1_934156_934336","catGroup",327,0.11729,0,0.0277576,12.992,-17.5353,1.038,0.0912,0.0052,5,-2.02104
"6469","OffNeg_NC_058382.1_10720849_10720706","catGroup",132,0.0160842,0.163,0.000430957,10.116,-208.9983,0.734,0.08625,0.0302,96,-2.00724
"6470","OffNeg_NC_058382.1_11276754_11276652","catGroup",252,0.0148798,0,0.0362137,5.051,-3.0928,1.155,0.31059,0.0021,43,-1.95491
"6471","OffNeg_NC_058382.1_11643523_11643386","catGroup",186,0.0193721,-1.262,0.000843516,6.523,-80.3237,0.687,0.08927,0.094,5,-2.11039
"6472","OffNeg_NC_058382.1_12855560_12855673","catGroup",153,0.0224735,-0.802,9.23029e-06,4.7,-222.8785,0.75,0.05796,0.0047,86,-2.28651
"6473","OffNeg_NC_058382.1_13213066_13213269","catGroup",351,0.0375649,-0.204,0.0241752,8.809,-53.7702,0.981,0.62049,0.4976,75,-2.04076
"6474","OffNeg_NC_058382.1_13257593_13257842","catGroup",153,0.0106493,-1.6,0.00118127,6.943,-144.113,0.694,0.03545,0.0071,15,-1.55245
"6475","OffNeg_NC_058382.1_13285339_13285029","catGroup",246,0.0192068,-1.961,0.0506914,5.866,-164.8499,1.094,0.04771,0.0044,45,-2.13339
"6476","OffNeg_NC_058382.1_14036004_14035896","catGroup",243,0.05767,0,0.492932,7.017,-114.6068,0.864,0.07475,0.0056,19,-1.84168
"6477","OffNeg_NC_058382.1_14420729_14420630","catGroup",195,0.025704,-1.365,0.325402,8.445,8.3184,0.93,0.23534,3e-04,84,-2.27643
"6478","OffNeg_NC_058382.1_14870641_14870437","catGroup",285,0.0864349,-0.376,0.125582,9.21,-80.2843,1.011,0.3386,0.0097,32,-1.14848
"6479","OffNeg_NC_058382.1_15087923_15088055","catGroup",282,0.0416366,0,0.00117671,13.374,-99.493,0.952,0.2109,0.031,99,-2.12229
"6480","OffNeg_NC_058382.1_15277624_15277543","catGroup",120,0.0102892,-1.443,2.76356e-06,8.489,-57.037,0.589,0.11105,0.0089,19,-2.5301
"6481","OffNeg_NC_058382.1_15294518_15294627","catGroup",210,0.0079378,-0.593,0.0487517,8.408,-2.4717,0.999,0.39566,7e-04,2,-1.66842
"6482","OffNeg_NC_058382.1_15332912_15332823","catGroup",150,0.0238742,-1.552,0.0361843,7.537,-4.1817,0.784,0.31705,0.0947,99,-2.17794
"6483","OffNeg_NC_058382.1_15407989_15407895","catGroup",240,0.0123167,0,0.0010659,4.871,-4.6908,0.831,0.05495,0.0023,38,-2.21721
"6484","OffNeg_NC_058382.1_17384661_17384774","catGroup",120,0.0196055,0.517,0.000147714,7.154,-12.0755,0.54,0.12704,5e-04,62,-2.29067
"6485","OffNeg_NC_058382.1_17444430_17444308","catGroup",270,0.0657033,0.123,1e-07,9.843,-57.1287,0.916,0.03659,0.0483,62,-2.334
"6486","OffNeg_NC_058382.1_17452723_17452585","catGroup",285,0.0400541,-0.777,0.0027763,3.694,-88.4031,0.733,0.24409,0.007,7,-1.99831
"6487","OffNeg_NC_058382.1_19892114_19891871","catGroup",330,0.0398116,-1.243,0.0491411,6.828,-145.1401,0.826,0.07918,5e-04,41,-1.89135
"6488","OffNeg_NC_058382.1_23420530_23420923","catGroup",255,0.0243154,-1.418,0.0361244,6.02,-273.1618,0.831,0.07366,9e-04,1,-2.04473
"6489","OffNeg_NC_058382.1_25013601_25013418","catGroup",153,0.018191,-1.101,1.07314e-06,4.639,-131.0555,0.958,0.06514,0.0454,45,-2.20505
"6490","OffNeg_NC_058382.1_26466903_26466804","catGroup",250,0.0995227,-0.464,0.105324,15.31,-23.2888,1.192,0.34609,0.0161,58,-1.97255
"6491","OffNeg_NC_058382.1_26751064_26750967","catGroup",138,0.0444305,-1.318,0.00592391,6.133,-52.731,0.864,0.42153,3e-04,48,-2.10521
"6492","OffNeg_NC_058382.1_28124450_28124541","catGroup",192,0.0355021,-0.973,0.112017,7.399,-10.5573,0.733,0.07977,0.0066,18,-2.19103
"6493","OffNeg_NC_058382.1_28669766_28669872","catGroup",201,0.00940935,-0.229,2.52751e-06,4.323,-200.0385,0.681,0.24238,0.0077,87,-1.70275
"6494","OffNeg_NC_058382.1_3034747_3034432","catGroup",231,0.048567,-1.572,0.0664088,9.351,-260.9671,1.097,0.06563,0.8192,27,-1.61611
"6495","OffNeg_NC_058382.1_30977788_30977899","catGroup",261,0.00914197,-0.592,0.0327279,6.247,-159.8016,0.975,0.03003,0.0127,64,-2.5356
"6496","OffNeg_NC_058382.1_31108146_31108038","catGroup",186,0.023807,0.016,4.41754e-05,6.276,-85.5162,0.685,0.10166,0.068,36,-2.35297
"6497","OffNeg_NC_058382.1_31824738_31824471","catGroup",309,0.171707,-0.676,0.00765626,5.242,-217.4263,0.919,0.06034,0.0073,6,-1.60498
"6498","OffNeg_NC_058382.1_3207083_3206947","catGroup",270,0.129405,-0.478,0.000125454,2.777,-270.085,0.894,0.07194,0.1719,3,-1.98681
"6499","OffNeg_NC_058382.1_33641455_33641584","catGroup",123,0.0364198,-0.453,0.00812606,3.109,-105.1316,0.877,0.05059,0.1985,55,-1.99204
"6500","OffNeg_NC_058382.1_34056171_34056261","catGroup",241,0.00356021,0,0.00353194,7.007,-128.5992,0.864,0.6244,5e-04,19,-1.55241
"6501","OffNeg_NC_058382.1_35316434_35316282","catGroup",216,0.0257604,-0.7,0.000458204,7.935,-3.3248,0.779,0.05238,0.0473,18,-2.08499
"6502","OffNeg_NC_058382.1_42779330_42779468","catGroup",201,0.0761687,-0.892,0.0243506,6.428,-93.7065,1.006,0.0481,0.0052,20,-2.1978
"6503","OffNeg_NC_058382.1_43118100_43118187","catGroup",171,0.00284475,-0.558,0.150878,2.766,-182.4929,0.695,0.17549,3e-04,8,-2.22452
"6504","OffNeg_NC_058382.1_47626018_47625890","catGroup",225,0.050738,-0.962,0.0411778,4.235,-139.2302,0.716,0.16842,0.0056,34,-1.68455
"6505","OffNeg_NC_058382.1_48336267_48336379","catGroup",123,0.00617076,0.348,0.0653665,2.475,-233.9043,0.864,0.05754,8e-04,28,-2.16537
"6506","OffNeg_NC_058382.1_5096202_5096068","catGroup",189,0.0592008,-0.725,0.996021,4.606,-7.0686,0.901,0.03186,0.2704,46,-2.33692
"6507","OffNeg_NC_058382.1_5097645_5097538","catGroup",102,0.00989627,-0.117,0.000587033,6.076,-21.2973,0.809,0.06645,6e-04,68,-2.402
"6508","OffNeg_NC_058382.1_55112690_55112796","catGroup",108,0.00515361,-3,1.1372e-07,4.169,-48.8289,0.696,0.15514,0.0738,45,-2.10718
"6509","OffNeg_NC_058382.1_60648999_60648891","catGroup",207,0.0479293,0,0.0112498,12.389,-44.0285,0.832,0.07121,0.0036,33,-1.96528
"6510","OffNeg_NC_058382.1_60743874_60743756","catGroup",269,0.159546,0,0.891906,8.007,-264.0525,0.734,0.07704,0.0083,91,-2.03352
"6511","OffNeg_NC_058382.1_61006628_61006734","catGroup",249,0.178132,0,0.0916415,11.541,-0.0137,0.871,0.16571,0.0023,29,-1.72311
"6512","OffNeg_NC_058382.1_61481165_61481022","catGroup",291,0.0132238,-1.101,0.0245122,19.083,-14.2912,0.687,0.07164,0.0019,30,-2.02139
"6513","OffNeg_NC_058382.1_61528883_61529005","catGroup",186,0.0053212,2.644,0.102817,12.928,-47.065,0.819,0.1046,0.0244,47,-2.24398
"6514","OffNeg_NC_058382.1_6967713_6968094","catGroup",303,0.0889102,-1.248,0.00138776,11.578,-15.1914,0.896,0.14809,0.9618,39,-1.36665
"6515","OffNeg_NC_058382.1_7026806_7027061","catGroup",228,0.0500744,-1.45,5.21662e-05,6.531,-341.3111,1.248,0.02035,0.0073,21,-2.36663
"6516","OffNeg_NC_058382.1_7037268_7037113","catGroup",282,0.15232,-1.248,1.25442e-05,5.258,-190.3674,0.758,0.05532,0.0018,80,-2.35883
"6517","OffNeg_NC_058382.1_7160340_7160476","catGroup",117,0.00967957,1.175,0.0404574,6.307,-188.8521,0.736,0.07699,0.7801,89,-2.03017
"6518","OffNeg_NC_058382.1_7449942_7450146","catGroup",355,0.0114086,0,0.000783997,5.8,-157.0035,0.956,0.05192,0.0494,59,-1.96836
"6519","OffNeg_NC_058382.1_7621185_7621091","catGroup",165,0.0140812,-1.169,2.54602e-07,9.426,-10.8286,0.984,0.03186,6e-04,93,-2.30184
"6520","OffNeg_NC_058382.1_7673049_7672953","catGroup",171,0.0172071,0,0.00188226,5.08,-19.6417,0.76,0.05775,2e-04,50,-1.96598
"6521","OffNeg_NC_058382.1_7685975_7685773","catGroup",351,0.178775,-0.334,0.00838915,4.709,-219.9115,0.911,0.07242,0.0025,90,-2.33266
"6522","OffNeg_NC_058382.1_7720789_7720934","catGroup",216,0.0482193,-0.242,0.0440412,3.069,-150.8149,0.661,0.07539,0.0042,54,-1.93828
"6523","OffNeg_NC_058382.1_8093155_8093056","catGroup",162,0.0158453,-0.435,0.00591146,4.968,-8.1166,0.879,0.19527,0.0028,33,-2.17395
"6524","OffNeg_NC_058382.1_8229653_8229825","catGroup",246,0.00389558,-1.259,0.00396913,7.044,-83.3563,0.707,0.04726,3e-04,34,-2.07108
"6525","OffNeg_NC_058382.1_8259830_8259732","catGroup",222,0.0467384,-0.221,0.00165755,10.362,-7.707,1.007,0.55017,0.0198,14,-2.0696
"6526","OffNeg_NC_058382.1_8457048_8456907","catGroup",216,0.0699166,-0.853,0.107455,8.282,2.892,0.895,0.06977,0.0576,55,-2.3839
"6527","OffNeg_NC_058382.1_8463812_8463920","catGroup",219,0.0173299,0,0.000416388,7.85,-88.1147,0.605,0.02286,0.0013,40,-1.86451
"6528","OffNeg_NC_058382.1_8654284_8654387","catGroup",180,0.170185,-0.552,0.0758584,9.197,-24.0492,1.012,0.26861,0.0048,67,-2.21097
"6529","OffNeg_NC_058382.1_8999485_8999390","catGroup",156,0.0415186,-0.495,0.0165618,7.851,-30.5341,0.66,0.01581,0.0056,72,-2.10429
"6530","OffNeg_NC_058382.1_9026740_9026840","catGroup",240,0.00840481,-0.669,0.00133268,8.15,-135.7553,0.585,0.05141,2e-04,79,-2.26121
"6531","OffNeg_NC_058382.1_9582691_9582596","catGroup",246,0.0152145,-0.436,8.43346e-05,5.111,-75.145,0.849,0.11285,0.7847,94,-1.89864
"6532","OffNeg_NC_058383.1_15728592_15728393","catGroup",189,0.172179,-1.1,0.0382204,5.166,-133.2447,1.06,0.06127,0.4103,73,-1.71375
"6533","OffNeg_NC_058383.1_17006068_17005962","catGroup",120,0.00804093,-0.202,9.45758e-05,5.537,-218.7962,0.766,0.18544,7e-04,19,-2.46274
"6534","OffNeg_NC_058383.1_17143805_17143675","catGroup",108,0.124028,0.412,0.0142152,5.883,-59.7022,0.731,0.0204,2e-04,58,-2.39641
"6535","OffNeg_NC_058383.1_17382144_17382361","catGroup",225,0.165974,-0.19,0.241965,5.253,-88.7379,1.068,0.09156,0.0175,67,-2.40151
"6536","OffNeg_NC_058383.1_17416292_17416211","catGroup",228,0.0424806,-0.949,0.106612,4.774,-247.3337,0.842,0.01979,0.006,11,-2.39028
"6537","OffNeg_NC_058383.1_17774358_17774554","catGroup",198,0.0122699,-0.56,9.28713e-05,7.048,-111.7804,0.895,0.04061,5e-04,81,-1.99571
"6538","OffNeg_NC_058383.1_18205979_18205787","catGroup",153,0.0204139,-0.757,0.000831075,6.899,-39.1625,0.585,0.13242,7e-04,45,-2.10562
"6539","OffNeg_NC_058383.1_1912192_1912042","catGroup",301,0.0342345,0,0.15907,9.234,-19.1568,0.636,0.09315,0.0118,17,-2.38249
"6540","OffNeg_NC_058383.1_20607444_20606807","catGroup",219,0.00712807,-1.595,1.24777e-05,8.946,-64.9679,0.953,0.03691,0.0363,8,-0.817661
"6541","OffNeg_NC_058383.1_21345190_21345595","catGroup",306,0.03941,-1.185,0.00959716,11.736,-163.8236,0.958,0.13426,0.0263,20,-2.17107
"6542","OffNeg_NC_058383.1_28519205_28519334","catGroup",276,0.0872958,0,6.92041e-07,2.438,-105.5182,0.906,0.07024,0.0144,16,-1.96513
"6543","OffNeg_NC_058383.1_29598105_29597992","catGroup",258,0.0228054,-0.459,1.95949e-07,6.144,-104.1903,0.697,0.07382,0.0066,83,-2.09886
"6544","OffNeg_NC_058383.1_29603983_29603890","catGroup",132,0.0168407,-1.233,0.0422882,9.615,-115.2767,0.798,0.26361,8e-04,87,-2.41221
"6545","OffNeg_NC_058383.1_30682667_30683090","catGroup",165,0.0419151,-1.403,0.0505806,7.75,-90.8804,1.002,0.03815,0.0108,34,-2.40985
"6546","OffNeg_NC_058383.1_32343260_32343126","catGroup",129,1.84567e-05,-1.43,0.0029287,6.767,-43.0373,0.619,0.07602,3e-04,21,-2.04447
"6547","OffNeg_NC_058383.1_32548397_32547544","catGroup",372,0.151123,-0.701,0.0788335,9.214,-684.4423,1.036,0.36081,0.9732,82,-1.30135
"6548","OffNeg_NC_058383.1_37077557_37077704","catGroup",273,0.211788,-0.911,0.143547,5.243,-89.3579,1.259,0.0859,0.0027,6,-1.60698
"6549","OffNeg_NC_058383.1_37234017_37234216","catGroup",333,0.176949,0.035,0.195399,12.893,-12.0539,0.851,0.35717,0.0118,99,-1.81399
"6550","OffNeg_NC_058383.1_39445450_39444950","catGroup",648,2.00594e-06,0,0.00864987,6.464,-525.5104,1.226,0.10687,0.0079,8,-0.5742
"6551","OffNeg_NC_058383.1_40318151_40318027","catGroup",275,0.0493584,0,0.202892,8.545,-117.6126,1.106,0.04193,0.0096,55,-2.00556
"6552","OffNeg_NC_058383.1_40405570_40405725","catGroup",306,9.07629e-06,0,0.00435775,11.463,-5.6147,0.94,0.55608,0.0198,65,-1.6412
"6553","OffNeg_NC_058383.1_40747792_40747711","catGroup",207,0.181745,-0.442,0.010962,8.578,-41.8097,0.723,0.27571,0.0128,30,-2.04261
"6554","OffNeg_NC_058383.1_41198750_41198655","catGroup",189,0.0109347,0,0.158581,7.4,-4.5089,0.982,0.81883,0.0218,29,-1.87088
"6555","OffNeg_NC_058383.1_4913270_4913371","catGroup",252,0.016715,0,0.0200124,12.038,-93.6029,0.573,0.03801,0.0232,46,-1.70335
"6556","OffNeg_NC_058383.1_5455547_5455437","catGroup",246,0.0658769,-1.37,0.00684344,6.629,-91.3301,0.553,0.3828,0.9927,70,-1.93777
"6557","OffNeg_NC_058383.1_5690067_5690170","catGroup",120,0.0122663,-1.106,0.0261178,4.251,-277.1851,0.652,0.03029,0.0013,34,-2.64704
"6558","OffNeg_NC_058383.1_6229541_6229743","catGroup",237,0.11527,-0.079,0.0635201,8.207,-81.9762,0.848,0.16363,7e-04,64,-1.71658
"6559","OffNeg_NC_058383.1_6806099_6806237","catGroup",276,0.0103562,-0.584,0.00126067,9.331,-0.1475,0.576,0.11336,0.0109,43,-1.9411
"6560","OffNeg_NC_058383.1_7794369_7794457","catGroup",222,0.0151148,-1.188,0.0297572,6.014,-113.8475,0.819,0.06027,0.0337,10,-2.19991
"6561","OffNeg_NC_058383.1_7843019_7842686","catGroup",267,0.184085,-0.914,0.339215,8.483,-164.2326,1.111,0.06319,0.0199,2,-1.29798
"6562","OffNeg_NC_058383.1_956467_956652","catGroup",183,0.0030042,-0.602,0.0843587,7.297,-129.9589,0.796,0.33561,7e-04,96,-2.0365
"6563","OffNeg_NC_058384.1_10344960_10345053","catGroup",198,0.0593926,1.307,0.0903756,7.696,6.2504,0.763,0.07504,0.1279,11,-1.99696
"6564","OffNeg_NC_058384.1_10347518_10347608","catGroup",237,0.0043481,-1.185,6.25053e-07,3.737,-37.361,0.528,0.02194,0.0012,47,-2.68098
"6565","OffNeg_NC_058384.1_13528225_13528578","catGroup",225,0.13162,-0.984,0.27068,6.974,-305.1073,0.958,0.06301,0.0025,86,-1.41102
"6566","OffNeg_NC_058384.1_15851858_15851982","catGroup",246,0.0252361,-0.57,0.000109783,8.335,-211.5442,0.735,0.20282,0.0067,69,-2.01871
"6567","OffNeg_NC_058384.1_20897385_20897493","catGroup",132,0.0371468,-0.598,0.0470643,11.811,-31.3932,0.967,0.08173,4e-04,12,-2.37144
"6568","OffNeg_NC_058384.1_2106208_2106362","catGroup",189,0.00935536,0,0.0758638,11.144,-19.3421,1.022,0.13876,4e-04,93,-2.1873
"6569","OffNeg_NC_058384.1_22053175_22053386","catGroup",267,0.0386963,-0.427,0.0035032,7.541,-4.8853,0.822,0.07797,0.3654,4,-2.1107
"6570","OffNeg_NC_058384.1_23449656_23450783","catGroup",336,0.146961,-0.198,0.0621762,7.195,-558.9665,1.17,0.11085,0.5977,97,-1.07217
"6571","OffNeg_NC_058384.1_25203976_25203834","catGroup",150,0.0149487,0,0.000279143,4.92,-41.7159,1.036,0.12582,0.0012,2,-2.11414
"6572","OffNeg_NC_058384.1_25210592_25210455","catGroup",213,0.00486682,-0.732,0.135391,4.738,-4.6536,0.704,0.27109,1e-04,39,-2.40081
"6573","OffNeg_NC_058384.1_26404553_26404449","catGroup",150,0.00488969,0,0.319648,9.49,-94.7715,1.02,0.05433,0.0029,78,-2.39293
"6574","OffNeg_NC_058384.1_2679641_2679740","catGroup",117,0.0525123,-0.124,1.95028e-05,4.953,-139.2913,1,0.06318,0.0039,97,-2.11117
"6575","OffNeg_NC_058384.1_2877076_2876833","catGroup",297,0.00820101,-0.08,0.0517374,11.566,-84.055,0.755,0.38854,0.6394,76,-1.33876
"6576","OffNeg_NC_058384.1_31758874_31758632","catGroup",120,0.0181677,-0.616,0.00336747,5.567,-197.7361,0.75,0.03904,5e-04,77,-2.29586
"6577","OffNeg_NC_058384.1_33088465_33088328","catGroup",195,0.0214734,-1.056,0.049342,5.749,-188.3942,0.921,0.11987,0.001,14,-2.12347
"6578","OffNeg_NC_058384.1_33247925_33248062","catGroup",138,0.0405275,-0.368,0.00478406,5.419,-119.0274,0.772,0.05822,0.0014,90,-2.52039
"6579","OffNeg_NC_058384.1_35054100_35054014","catGroup",120,0.00315758,0.697,6.21278e-06,7.634,-16.7512,0.696,0.05959,0.0098,84,-2.41757
"6580","OffNeg_NC_058384.1_36390184_36390313","catGroup",171,0.0328943,0.59,0.0166122,8.231,-150.4007,0.877,0.08078,0.0565,69,-2.24288
"6581","OffNeg_NC_058384.1_39694379_39694276","catGroup",177,0.0102347,0,0.0210335,5.173,-40.9247,0.808,0.2283,6e-04,64,-1.79406
"6582","OffNeg_NC_058384.1_42431894_42431717","catGroup",177,0.00421303,-0.556,0.00128626,3.607,-214.3997,0.864,0.09628,0.2939,72,-3.07501
"6583","OffNeg_NC_058384.1_42616687_42616557","catGroup",186,0.0178057,-0.362,0.00205949,5.071,-39.977,0.62,0.13333,0.0022,13,-2.22863
"6584","OffNeg_NC_058384.1_42619527_42619346","catGroup",201,0.122012,-1.777,0.00354603,4.79,-99.117,1.136,0.03517,5e-04,38,-2.08405
"6585","OffNeg_NC_058384.1_49842_49985","catGroup",150,0.0350952,0,0.105606,13.974,-19.8116,0.93,0.1932,0.0769,32,-1.74633
"6586","OffNeg_NC_058384.1_53559661_53559534","catGroup",192,0.00426043,0.053,0.0344032,5.049,-82.6172,0.504,0.184,0.0012,54,-2.25314
"6587","OffNeg_NC_058384.1_53651939_53651444","catGroup",198,0.0146478,-1.373,0.000202093,12.557,-30.5246,0.837,0.03793,0.1657,55,-1.09523
"6588","OffNeg_NC_058384.1_53955129_53954859","catGroup",228,0.0965901,-0.541,0.00867857,7.883,-155.7564,0.721,0.0248,5e-04,53,-2.40525
"6589","OffNeg_NC_058384.1_59187363_59187253","catGroup",102,0.0125668,-0.297,0.0454237,7.469,-4.9125,0.945,0.56125,3e-04,1,-2.11629
"6590","OffNeg_NC_058384.1_62341617_62341486","catGroup",279,0.0569611,-0.747,0.014656,6.247,-114.876,0.979,0.15862,0.3554,50,-2.37548
"6591","OffNeg_NC_058384.1_63022577_63022754","catGroup",189,0.0172283,-0.377,0.018298,3.807,-146.5616,1.104,0.145,0.0017,14,-2.2704
"6592","OffNeg_NC_058384.1_63170833_63170719","catGroup",237,0.0164723,0,6.61504e-05,7.291,-87.7182,1.076,0.10225,0.0021,80,-1.81848
"6593","OffNeg_NC_058384.1_65826268_65825989","catGroup",228,0.0132842,0,0.000445366,9.419,-374.3861,0.93,0.05038,0.0015,87,-0.960771
"6594","OffNeg_NC_058384.1_66482237_66482630","catGroup",339,0.163537,-1.093,0.00480859,5.749,-565.8866,0.911,0.05821,0.2367,76,-2.72252
"6595","OffNeg_NC_058384.1_66519548_66519409","catGroup",192,0.173173,0,5.59058e-05,10.124,-217.7618,1.005,0.4898,0.0029,52,-1.94944
"6596","OffNeg_NC_058384.1_67291833_67291727","catGroup",257,0.0864707,-0.501,0.0185217,4.089,-126.7889,0.743,0.35974,0.0029,68,-2.28915
"6597","OffNeg_NC_058385.1_1142985_1143081","catGroup",147,0.0427298,0.053,0.0973184,5.466,-35.1636,0.562,0.21775,0.0059,87,-1.79882
"6598","OffNeg_NC_058385.1_12199700_12200144","catGroup",201,0.041819,-1.302,0.00613487,9.701,-327.3023,0.948,0.09323,0.0056,87,-1.68918
"6599","OffNeg_NC_058385.1_17656701_17656831","catGroup",135,0.00949973,-0.025,1e-07,5.044,-58.9733,0.652,0.1086,0.0054,69,-2.26142
"6600","OffNeg_NC_058385.1_23012132_23012022","catGroup",150,0.025129,0,0.0638403,6.863,-28.2428,0.675,0.08721,0.0117,52,-2.29067
"6601","OffNeg_NC_058385.1_35713032_35712883","catGroup",186,0.00736875,-0.416,0.0431706,7.728,-75.4711,0.949,0.16815,5e-04,95,-2.53685
"6602","OffNeg_NC_058385.1_4386957_4386844","catGroup",165,0.0243595,-1.193,0.0189859,5.78,-34.7229,0.803,0.09181,0.0058,22,-2.06927
"6603","OffNeg_NC_058385.1_44306290_44306428","catGroup",165,0.0707414,-0.402,0.0061932,6.408,-206.3039,0.969,0.048,0.0324,35,-1.92519
"6604","OffNeg_NC_058385.1_46161116_46160912","catGroup",147,0.0326974,-0.477,0.00697818,6.025,-143.6274,0.997,0.05531,0.0068,6,-2.46593
"6605","OffNeg_NC_058385.1_49967046_49966887","catGroup",141,0.00463384,-1.679,4.65047e-05,7.367,-61.4538,0.925,0.10577,0.0022,15,-1.90025
"6606","OffNeg_NC_058385.1_62847300_62847075","catGroup",192,0.0876974,-0.004,0.000367681,12.921,-143.6655,1.173,0.64457,0.6376,53,-1.73957
"6607","OffNeg_NC_058385.1_66476772_66476636","catGroup",258,0.0712223,-0.345,0.00605993,7.495,-57.8856,1.12,0.3899,0.0018,59,-1.62556
"6608","OffNeg_NC_058385.1_67035895_67036073","catGroup",228,0.0124007,2.528,0.00534346,4.052,-274.3943,1.015,0.06562,0.0025,73,-2.26288
"6609","OffNeg_NC_058385.1_70071993_70072556","catGroup",330,0.0790852,-1.055,0.0964805,6.786,-692.5325,0.97,0.37018,0.5466,63,-0.940247
"6610","OffNeg_NC_058385.1_73588500_73588401","catGroup",250,0.038097,0,0.000357692,5.036,-67.3737,0.963,0.18443,0.0015,21,-2.21786
"6611","OffNeg_NC_058385.1_73630747_73630666","catGroup",165,0.0122169,-0.432,0.000260363,6.843,-76.0583,0.792,0.15189,0.012,6,-2.13932
"6612","OffNeg_NC_058385.1_74197461_74197669","catGroup",255,0.0109543,-0.951,0.00999051,6.838,-200.4463,1.03,0.13941,2e-04,61,-2.18383
"6613","OffNeg_NC_058385.1_74338954_74339146","catGroup",189,0.00586608,-0.755,1.79984e-05,9.988,-59.4325,0.947,0.10953,0.0029,40,-2.35722
"6614","OffNeg_NC_058385.1_80911691_80911574","catGroup",267,0.176714,0,0.00286993,14.001,2.4901,0.635,0.1157,0.009,87,-1.34067
"6615","OffNeg_NC_058385.1_81763220_81763100","catGroup",271,0.00500365,-0.427,0.834022,8.732,-103.5234,0.998,0.06653,7e-04,9,-1.60891
"6616","OffNeg_NC_058385.1_82144243_82144639","catGroup",300,0.0250593,-0.995,0.00118286,5.082,-643.096,1.04,0.07773,4e-04,6,-0.918806
"6617","OffNeg_NC_058385.1_82478132_82478275","catGroup",240,0.0564552,-0.341,0.0984128,18.243,10.7018,1.111,0.16963,0.0019,2,-2.14242
"6618","OffNeg_NC_058385.1_82537526_82537390","catGroup",210,0.0200395,-0.337,0.027997,4.825,-202.5657,0.916,0.06666,4e-04,56,-1.74806
"6619","OffNeg_NC_058385.1_82736171_82736261","catGroup",216,0.0132328,0,0.0787958,6.587,-0.8777,0.826,0.74141,6e-04,45,-1.81085
