Name,Score,Start,End,Pval
NC_054858.1_5181591_5182060_Aspergillus_puulaauensis,169.137,75,542,0.000e+00
NC_054858.1_2189610_2189450_Aspergillus_puulaauensis,18.467,90,251,0.307
NC_054857.1_2222971_2223174_Aspergillus_puulaauensis,109.379,66,281,0.000e+00
OffNeg_NC_054860.1_2392356_2392133_Aspergillus_puulaauensis,23.865,8,70,0.003
NC_054860.1_2303775_2303920_Aspergillus_puulaauensis,29.472,62,211,3.325e-04
OffNeg_NC_054861.1_1177009_1177255_Aspergillus_puulaauensis,16.355,108,134,0.466
OffPos_NC_054857.1_4073983_4074924_Aspergillus_puulaauensis,13.698,815,853,0.399
OffPos_NC_054863.1_218230_217829_Aspergillus_puulaauensis,19.617,384,524,0.543
NC_054860.1_2751134_2750987_Aspergillus_puulaauensis,56.096,70,210,8.577e-08
OffPos_NC_054861.1_1908925_1908610_Aspergillus_puulaauensis,12.390,280,318,0.165
NC_054858.1_2693617_2693532_Aspergillus_puulaauensis,39.993,75,161,9.387e-08
NC_054860.1_1165480_1165978_Aspergillus_puulaauensis,280.788,71,577,0.000e+00
OffNeg_NC_054864.1_322118_323121_Aspergillus_puulaauensis,13.906,727,756,0.193
NC_054857.1_3510109_3510324_Aspergillus_puulaauensis,84.494,71,292,1.381e-11
NC_054863.1_777311_777404_Aspergillus_puulaauensis,24.202,77,244,0.006
OffPos_NC_054857.1_5955931_5956031_Aspergillus_puulaauensis,34.481,1,219,1.062e-04
NC_054860.1_3764705_3764318_Aspergillus_puulaauensis,113.260,46,465,1.998e-15
NC_054859.1_858905_858100_Aspergillus_puulaauensis,194.813,169,879,0.000e+00
NC_054859.1_589225_588752_Aspergillus_puulaauensis,167.340,78,545,3.858e-12
NC_054862.1_424600_424302_Aspergillus_puulaauensis,49.972,34,369,1.749e-04
OffNeg_NC_054857.1_4863615_4863471_Aspergillus_puulaauensis,28.695,3,155,0.010
NC_054857.1_2501116_2501200_Aspergillus_puulaauensis,35.964,77,169,4.843e-04
NC_054859.1_2203606_2204021_Aspergillus_puulaauensis,187.974,77,490,0.000e+00
OffNeg_NC_054862.1_955443_955932_Aspergillus_puulaauensis,13.011,340,435,0.906
OffPos_NC_054859.1_1499663_1500502_Aspergillus_puulaauensis,8.495,232,252,0.281
OffNeg_NC_054858.1_2720039_2720168_Aspergillus_puulaauensis,8.577,16,63,0.847
OffPos_NC_054864.1_660904_661282_Aspergillus_puulaauensis,20.478,266,298,0.220
NC_054859.1_4118745_4118560_Aspergillus_puulaauensis,81.735,73,264,7.103e-11
NC_054862.1_2916720_2915700_Aspergillus_puulaauensis,401.423,67,1092,0.000e+00
NC_054857.1_2269076_2268796_Aspergillus_puulaauensis,116.704,74,349,0.000e+00
OffPos_NC_054857.1_1945425_1945506_Aspergillus_puulaauensis,3.821,217,231,0.747
OffPos_NC_054858.1_2060888_2060705_Aspergillus_puulaauensis,12.578,287,334,0.761
OffNeg_NC_054864.1_1232608_1232734,0,0,0,1
OffNeg_NC_054859.1_1259348_1259565_Aspergillus_puulaauensis,9.525,241,276,0.433
OffNeg_NC_054860.1_600523_600677_Aspergillus_puulaauensis,12.581,150,275,0.671
OffNeg_NC_054864.1_2497089_2497390,0,0,0,1
OffPos_NC_054857.1_5854875_5855280_Aspergillus_puulaauensis,12.755,380,481,0.953
NC_054858.1_2041041_2041273_Aspergillus_puulaauensis,74.410,77,310,1.130e-11
OffNeg_NC_054863.1_3079118_3078651,0,0,0,1
NC_054858.1_3177132_3176569_Aspergillus_puulaauensis,181.914,75,557,0.000e+00
NC_054863.1_2819253_2819370_Aspergillus_puulaauensis,12.007,74,196,0.215
OffPos_NC_054862.1_194719_195057_Aspergillus_puulaauensis,15.130,319,402,0.613
OffNeg_NC_054860.1_3222285_3221435_Aspergillus_puulaauensis,8.553,159,179,0.569
OffNeg_NC_054860.1_1753966_1753872_Aspergillus_puulaauensis,7.903,120,164,0.905
NC_054862.1_3081731_3082110_Aspergillus_puulaauensis,8.689,2,82,0.940
OffNeg_NC_054857.1_1469653_1469308_Aspergillus_puulaauensis,56.187,102,488,3.641e-04
OffNeg_NC_054862.1_3363517_3362695_Aspergillus_puulaauensis,20.543,64,138,0.071
OffPos_NC_054861.1_2249981_2250946_Aspergillus_puulaauensis,15.227,847,909,0.987
NC_054859.1_3748712_3748911_Aspergillus_puulaauensis,72.246,66,272,0.000e+00
OffNeg_NC_054857.1_5590938_5591733_Aspergillus_puulaauensis,25.585,134,286,0.199
OffPos_NC_054863.1_1064085_1063987_Aspergillus_puulaauensis,11.178,77,181,0.199
NC_054863.1_87582_88659_Aspergillus_puulaauensis,431.378,68,1135,0.000e+00
OffPos_NC_054860.1_3538292_3538056_Aspergillus_puulaauensis,14.811,167,340,0.712
OffPos_NC_054859.1_1660942_1661292_Aspergillus_puulaauensis,33.765,1,465,0.010
OffPos_NC_054862.1_1696334_1696700_Aspergillus_puulaauensis,24.738,180,263,0.061
NC_054857.1_5048382_5047281_Aspergillus_puulaauensis,495.394,76,1179,0.000e+00
OffPos_NC_054860.1_524406_524640_Aspergillus_puulaauensis,9.875,283,384,0.541
OffPos_NC_054859.1_481301_480519_Aspergillus_puulaauensis,8.766,533,550,0.866
OffPos_NC_054863.1_3141744_3142016_Aspergillus_puulaauensis,9.527,203,277,0.801
OffNeg_NC_054864.1_2740736_2739992_Aspergillus_puulaauensis,16.722,255,323,0.698
OffPos_NC_054858.1_3374877_3374227_Aspergillus_puulaauensis,17.841,63,167,0.536
NC_054860.1_4001850_4001998_Aspergillus_puulaauensis,71.002,76,225,3.920e-12
OffPos_NC_054857.1_2244922_2245035,0,0,0,1
NC_054864.1_1924178_1924424_Aspergillus_puulaauensis,82.424,77,313,2.356e-11
NC_054860.1_912082_912268_Aspergillus_puulaauensis,36.580,77,271,0.002
NC_054860.1_1827168_1827697_Aspergillus_puulaauensis,285.095,76,606,0.000e+00
NC_054863.1_1534348_1534552_Aspergillus_puulaauensis,57.373,77,274,8.631e-10
NC_054858.1_2707896_2708340_Aspergillus_puulaauensis,141.933,29,529,0.000e+00
OffNeg_NC_054857.1_4279450_4279178_Aspergillus_puulaauensis,11.200,300,341,0.352
NC_054861.1_3093049_3092855_Aspergillus_puulaauensis,53.278,67,270,4.856e-11
NC_054858.1_4072886_4072105_Aspergillus_puulaauensis,243.310,74,847,0.000e+00
OffPos_NC_054860.1_132781_132332_Aspergillus_puulaauensis,60.164,404,574,5.616e-06
NC_054857.1_2612020_2612311_Aspergillus_puulaauensis,134.150,77,370,0.000e+00
OffPos_NC_054857.1_927595_927750_Aspergillus_puulaauensis,7.435,155,241,0.615
OffPos_NC_054859.1_3940916_3941102_Aspergillus_puulaauensis,12.689,286,336,0.716
OffNeg_NC_054858.1_3428018_3428720_Aspergillus_puulaauensis,11.590,156,191,0.540
OffNeg_NC_054862.1_3281796_3281988_Aspergillus_puulaauensis,19.157,136,327,0.023
OffPos_NC_054862.1_889316_888802_Aspergillus_puulaauensis,13.016,210,302,0.190
OffNeg_NC_054860.1_2579313_2579062_Aspergillus_puulaauensis,12.805,368,400,0.565
OffNeg_NC_054857.1_5410025_5410727_Aspergillus_puulaauensis,13.524,115,183,0.542
NC_054864.1_675055_675390_Aspergillus_puulaauensis,72.130,62,406,1.288e-04
OffPos_NC_054857.1_1512368_1512215_Aspergillus_puulaauensis,13.780,106,138,0.563
OffPos_NC_054861.1_1989455_1989644_Aspergillus_puulaauensis,15.512,106,168,0.556
NC_054857.1_1638028_1637937_Aspergillus_puulaauensis,24.238,67,171,2.923e-04
OffPos_NC_054860.1_1758341_1758121_Aspergillus_puulaauensis,7.652,134,160,0.967
OffNeg_NC_054857.1_855432_854877_Aspergillus_puulaauensis,15.833,521,571,0.591
NC_054861.1_3077751_3077116_Aspergillus_puulaauensis,245.631,57,701,0.000e+00
OffNeg_NC_054857.1_2524069_2523884,0,0,0,1
OffNeg_NC_054858.1_1227430_1227172_Aspergillus_puulaauensis,7.791,9,29,0.899
OffPos_NC_054858.1_751968_752934,0,0,0,1
OffNeg_NC_054861.1_1147138_1148133_Aspergillus_puulaauensis,5.777,677,691,0.840
OffPos_NC_054858.1_1181192_1181543_Aspergillus_puulaauensis,16.475,12,350,0.153
NC_054861.1_2469829_2469701_Aspergillus_puulaauensis,31.190,73,201,2.174e-04
OffNeg_NC_054859.1_471217_471855_Aspergillus_puulaauensis,5.407,90,116,0.556
NC_054864.1_2386414_2386594_Aspergillus_puulaauensis,51.986,77,250,1.172e-07
OffNeg_NC_054859.1_1531858_1532004,0,0,0,1
NC_054860.1_2214132_2213704_Aspergillus_puulaauensis,172.198,66,509,0.000e+00
OffNeg_NC_054861.1_2800327_2799802,0,0,0,1
OffPos_NC_054862.1_2347596_2348264_Aspergillus_puulaauensis,7.711,105,122,0.998
NC_054859.1_3635075_3634481_Aspergillus_puulaauensis,186.261,76,663,0.000e+00
OffNeg_NC_054860.1_3239409_3239228_Aspergillus_puulaauensis,13.906,4,21,0.024
OffPos_NC_054859.1_4226002_4225919,0,0,0,1
OffPos_NC_054858.1_4783151_4782905_Aspergillus_puulaauensis,15.861,11,70,0.549
OffPos_NC_054861.1_2246070_2246350_Aspergillus_puulaauensis,22.040,185,337,0.255
OffPos_NC_054857.1_2836467_2836184,0,0,0,1
OffPos_NC_054860.1_2600966_2601408_Aspergillus_puulaauensis,6.133,123,143,0.885
NC_054859.1_2124392_2124531_Aspergillus_puulaauensis,29.637,77,217,0.003
NC_054857.1_2657425_2657556_Aspergillus_puulaauensis,29.769,65,235,0.005
OffNeg_NC_054857.1_4899003_4898691_Aspergillus_puulaauensis,16.256,144,215,0.035
OffNeg_NC_054863.1_368440_368358,0,0,0,1
NC_054860.1_393660_393407_Aspergillus_puulaauensis,21.314,71,331,0.043
OffPos_NC_054860.1_971075_971761_Aspergillus_puulaauensis,17.128,54,98,0.745
NC_054858.1_4169739_4169421_Aspergillus_puulaauensis,137.233,76,372,0.000e+00
NC_054859.1_1491334_1491212_Aspergillus_puulaauensis,30.602,75,194,9.575e-06
NC_054858.1_920851_920750_Aspergillus_puulaauensis,32.871,43,183,0.034
OffPos_NC_054857.1_337509_337414,0,0,0,1
NC_054857.1_5530778_5530910_Aspergillus_puulaauensis,38.152,62,214,4.370e-06
OffPos_NC_054861.1_3542863_3543994_Aspergillus_puulaauensis,10.994,216,272,0.944
OffPos_NC_054860.1_771509_771183_Aspergillus_puulaauensis,10.908,399,419,0.130
NC_054861.1_1164204_1164076_Aspergillus_puulaauensis,46.785,74,202,2.078e-10
NC_054861.1_3094792_3093634_Aspergillus_puulaauensis,402.136,73,1236,0.000e+00
OffPos_NC_054858.1_5193919_5193792_Aspergillus_puulaauensis,8.159,172,228,0.836
OffNeg_NC_054857.1_3059363_3058421_Aspergillus_puulaauensis,237.373,2,835,0.000e+00
OffNeg_NC_054858.1_3594593_3594459_Aspergillus_puulaauensis,18.976,147,203,0.339
NC_054857.1_4999063_4999162_Aspergillus_puulaauensis,38.017,77,184,1.136e-06
OffPos_NC_054862.1_1921278_1921420,0,0,0,1
OffNeg_NC_054863.1_990231_990445_Aspergillus_puulaauensis,14.623,76,180,0.071
OffNeg_NC_054858.1_5098553_5098304_Aspergillus_puulaauensis,120.514,2,277,0.000e+00
NC_054858.1_2042537_2041886_Aspergillus_puulaauensis,323.642,76,723,0.000e+00
OffPos_NC_054857.1_3186707_3186829_Aspergillus_puulaauensis,13.071,150,203,0.788
NC_054860.1_1885525_1885321_Aspergillus_puulaauensis,69.983,77,280,7.906e-10
NC_054860.1_1606203_1605928_Aspergillus_puulaauensis,83.519,82,357,1.262e-12
OffPos_NC_054860.1_3630638_3630065_Aspergillus_puulaauensis,21.081,608,658,0.207
NC_054860.1_818251_818410_Aspergillus_puulaauensis,11.005,161,238,0.014
OffPos_NC_054861.1_4074184_4073461_Aspergillus_puulaauensis,13.389,203,220,0.716
NC_054857.1_3530158_3530610_Aspergillus_puulaauensis,137.737,59,532,1.110e-16
OffPos_NC_054859.1_1676290_1676661_Aspergillus_puulaauensis,23.533,94,219,0.197
NC_054857.1_462130_462661,0,0,0,1
NC_054861.1_1169644_1169893_Aspergillus_puulaauensis,98.141,63,335,1.299e-14
OffNeg_NC_054864.1_1293710_1294337_Aspergillus_puulaauensis,16.386,165,254,0.435
NC_054860.1_3327433_3327940_Aspergillus_puulaauensis,182.370,73,594,0.000e+00
OffPos_NC_054860.1_1992536_1992320_Aspergillus_puulaauensis,8.275,115,147,0.804
OffPos_NC_054861.1_2268379_2268277_Aspergillus_puulaauensis,17.660,101,184,0.154
OffNeg_NC_054860.1_2126374_2126671_Aspergillus_puulaauensis,9.571,255,305,0.268
OffPos_NC_054857.1_687730_687946_Aspergillus_puulaauensis,16.853,221,355,0.590
OffNeg_NC_054861.1_4165787_4165950_Aspergillus_puulaauensis,15.952,42,113,0.063
OffNeg_NC_054858.1_1339498_1339388_Aspergillus_puulaauensis,10.687,43,210,0.339
OffNeg_NC_054859.1_1376686_1377328_Aspergillus_puulaauensis,9.489,669,719,0.886
NC_054858.1_3062855_3062390_Aspergillus_puulaauensis,232.716,85,543,0.000e+00
NC_054857.1_4728037_4728378_Aspergillus_puulaauensis,75.762,5,424,5.045e-06
NC_054864.1_2505028_2504759_Aspergillus_puulaauensis,87.292,62,346,9.964e-08
OffNeg_NC_054862.1_1925380_1925785_Aspergillus_puulaauensis,9.410,2,25,0.697
NC_054860.1_1816836_1817018_Aspergillus_puulaauensis,81.042,70,249,0.000e+00
NC_054862.1_1463585_1463479_Aspergillus_puulaauensis,38.719,74,178,7.311e-08
NC_054858.1_4636582_4636356_Aspergillus_puulaauensis,52.620,67,315,1.138e-06
NC_054859.1_4037743_4037010_Aspergillus_puulaauensis,151.284,74,793,8.438e-15
OffNeg_NC_054859.1_2769046_2769258_Aspergillus_puulaauensis,6.958,99,155,0.722
OffPos_NC_054863.1_78850_78657_Aspergillus_puulaauensis,10.853,148,249,0.433
NC_054860.1_3897276_3897361_Aspergillus_puulaauensis,13.895,50,163,0.790
OffPos_NC_054859.1_4285145_4285973_Aspergillus_puulaauensis,9.820,198,224,0.766
OffPos_NC_054864.1_1721388_1721711_Aspergillus_puulaauensis,12.338,2,40,0.870
NC_054862.1_2260394_2260486_Aspergillus_puulaauensis,37.453,68,169,1.996e-04
OffNeg_NC_054863.1_2900871_2901124,0,0,0,1
OffNeg_NC_054864.1_2027904_2028316_Aspergillus_puulaauensis,18.669,505,549,0.416
OffPos_NC_054861.1_2812667_2812837_Aspergillus_puulaauensis,5.380,137,190,0.956
NC_054860.1_2242047_2242377_Aspergillus_puulaauensis,146.288,69,425,0.000e+00
OffNeg_NC_054861.1_3119563_3119731_Aspergillus_puulaauensis,11.120,215,247,0.241
NC_054858.1_122584_123103_Aspergillus_puulaauensis,156.045,71,622,2.109e-15
NC_054864.1_2538770_2538625_Aspergillus_puulaauensis,8.617,74,250,0.867
OffNeg_NC_054863.1_218230_217829_Aspergillus_puulaauensis,12.212,421,444,0.843
NC_054859.1_2039982_2040115_Aspergillus_puulaauensis,27.978,52,216,0.017
OffNeg_NC_054857.1_3062689_3062778,0,0,0,1
NC_054860.1_3793440_3793248_Aspergillus_puulaauensis,59.536,90,299,1.268e-11
OffNeg_NC_054857.1_1887830_1887395_Aspergillus_puulaauensis,19.526,332,409,0.267
NC_054859.1_342665_342923_Aspergillus_puulaauensis,77.616,74,337,4.627e-12
OffPos_NC_054863.1_3168014_3167666_Aspergillus_puulaauensis,21.338,272,391,0.464
NC_054857.1_4660499_4661403_Aspergillus_puulaauensis,378.227,71,982,0.000e+00
OffNeg_NC_054860.1_1957785_1956852_Aspergillus_puulaauensis,10.275,695,733,0.305
NC_054863.1_2961326_2961245_Aspergillus_puulaauensis,15.140,76,156,0.385
OffPos_NC_054859.1_4494565_4495539_Aspergillus_puulaauensis,12.865,162,209,0.651
OffNeg_NC_054857.1_2320940_2319965_Aspergillus_puulaauensis,11.574,358,378,0.516
OffPos_NC_054859.1_2626613_2626250_Aspergillus_puulaauensis,9.468,61,111,0.500
OffNeg_NC_054860.1_2382553_2382822_Aspergillus_puulaauensis,10.593,335,376,0.706
OffPos_NC_054860.1_2017630_2017871_Aspergillus_puulaauensis,10.291,334,360,0.648
OffPos_NC_054864.1_2342904_2342734_Aspergillus_puulaauensis,9.411,114,200,0.688
OffPos_NC_054857.1_4661454_4662560_Aspergillus_puulaauensis,15.007,148,357,0.398
OffNeg_NC_054863.1_1306650_1306492_Aspergillus_puulaauensis,11.850,145,228,0.852
NC_054863.1_2269410_2269537_Aspergillus_puulaauensis,14.402,224,241,0.418
OffPos_NC_054861.1_3958043_3958374,0,0,0,1
NC_054857.1_2031966_2032049_Aspergillus_puulaauensis,34.934,77,175,9.044e-07
OffPos_NC_054864.1_322118_323121_Aspergillus_puulaauensis,22.736,376,471,0.227
OffPos_NC_054859.1_3781636_3781724_Aspergillus_puulaauensis,3.411,199,219,0.807
OffNeg_NC_054861.1_1645876_1646139_Aspergillus_puulaauensis,7.518,2,34,0.918
NC_054857.1_1493254_1493168_Aspergillus_puulaauensis,43.704,73,162,1.650e-09
OffPos_NC_054858.1_3185961_3186854_Aspergillus_puulaauensis,17.459,161,187,0.029
OffPos_NC_054860.1_600523_600677_Aspergillus_puulaauensis,10.066,169,198,0.325
OffPos_NC_054857.1_1704198_1704363_Aspergillus_puulaauensis,14.959,90,113,0.536
OffNeg_NC_054857.1_5424740_5425248_Aspergillus_puulaauensis,13.101,226,255,0.501
OffNeg_NC_054859.1_2551241_2551100_Aspergillus_puulaauensis,7.992,25,123,0.990
NC_054858.1_237921_236871_Aspergillus_puulaauensis,340.869,196,1128,0.000e+00
NC_054860.1_3162616_3162317_Aspergillus_puulaauensis,162.353,75,383,0.000e+00
OffPos_NC_054859.1_3394066_3394170,0,0,0,1
OffNeg_NC_054860.1_2857242_2856685_Aspergillus_puulaauensis,16.849,435,530,0.769
NC_054863.1_2562396_2561511_Aspergillus_puulaauensis,218.924,76,957,0.000e+00
NC_054863.1_829564_830353_Aspergillus_puulaauensis,391.576,76,882,0.000e+00
OffPos_NC_054860.1_2937306_2937438_Aspergillus_puulaauensis,13.261,39,125,0.460
NC_054863.1_3078246_3078164_Aspergillus_puulaauensis,26.569,72,158,1.505e-04
OffPos_NC_054860.1_3382592_3382480_Aspergillus_puulaauensis,9.050,48,68,0.319
OffNeg_NC_054864.1_660904_661282_Aspergillus_puulaauensis,12.474,490,522,0.464
NC_054857.1_1879625_1879480_Aspergillus_puulaauensis,43.014,73,219,1.090e-04
NC_054862.1_3261909_3261774_Aspergillus_puulaauensis,32.918,87,203,0.003
OffPos_NC_054862.1_955443_955932_Aspergillus_puulaauensis,10.055,444,455,0.675
NC_054859.1_2439594_2439479_Aspergillus_puulaauensis,32.814,76,216,1.736e-04
NC_054864.1_308909_308550_Aspergillus_puulaauensis,122.924,73,447,1.110e-16
OffNeg_NC_054858.1_2794895_2794484_Aspergillus_puulaauensis,13.329,260,319,0.947
OffNeg_NC_054858.1_5418115_5417983,0,0,0,1
NC_054862.1_1675130_1674323_Aspergillus_puulaauensis,329.063,75,884,0.000e+00
OffNeg_NC_054862.1_194719_195057_Aspergillus_puulaauensis,9.024,449,487,0.943
NC_054858.1_225144_225715_Aspergillus_puulaauensis,193.266,75,632,0.000e+00
OffNeg_NC_054859.1_2225202_2225458_Aspergillus_puulaauensis,10.220,230,265,0.565
NC_054864.1_611948_612872_Aspergillus_puulaauensis,162.177,224,997,0.000e+00
NC_054858.1_3540237_3540132_Aspergillus_puulaauensis,17.098,98,193,0.255
OffPos_NC_054859.1_2757366_2757232_Aspergillus_puulaauensis,7.134,185,238,0.920
OffNeg_NC_054857.1_682866_683219_Aspergillus_puulaauensis,18.567,431,499,0.185
OffNeg_NC_054857.1_3109846_3109756_Aspergillus_puulaauensis,19.495,12,86,0.111
OffPos_NC_054860.1_823100_823927_Aspergillus_puulaauensis,20.164,412,444,0.164
NC_054857.1_1087754_1087290_Aspergillus_puulaauensis,192.419,50,541,0.000e+00
OffNeg_NC_054859.1_3120459_3120704,0,0,0,1
OffNeg_NC_054859.1_1052360_1052724_Aspergillus_puulaauensis,9.961,424,453,0.595
OffNeg_NC_054861.1_3282428_3282800_Aspergillus_puulaauensis,16.004,26,121,0.227
NC_054861.1_2260078_2260381_Aspergillus_puulaauensis,146.129,75,380,0.000e+00
NC_054859.1_2956539_2956145_Aspergillus_puulaauensis,189.513,44,478,0.000e+00
OffNeg_NC_054863.1_2995780_2996313,0,0,0,1
OffPos_NC_054861.1_905111_905604_Aspergillus_puulaauensis,11.538,215,307,0.727
NC_054859.1_1743292_1742831_Aspergillus_puulaauensis,68.024,51,536,4.916e-06
OffPos_NC_054863.1_559692_559098_Aspergillus_puulaauensis,21.573,24,65,0.317
NC_054864.1_2097980_2097783_Aspergillus_puulaauensis,42.026,75,251,1.422e-05
NC_054860.1_822813_823054_Aspergillus_puulaauensis,80.036,83,328,2.580e-12
OffNeg_NC_054859.1_1369581_1370078_Aspergillus_puulaauensis,6.923,112,141,0.993
NC_054858.1_2097259_2097883_Aspergillus_puulaauensis,307.977,77,706,0.000e+00
OffNeg_NC_054864.1_1471579_1471788_Aspergillus_puulaauensis,7.931,180,203,0.960
OffNeg_NC_054862.1_3458003_3458199,0,0,0,1
NC_054863.1_1653440_1653933_Aspergillus_puulaauensis,144.202,75,572,0.000e+00
OffNeg_NC_054857.1_2477444_2478015_Aspergillus_puulaauensis,30.129,580,717,0.017
NC_054862.1_3213487_3213055_Aspergillus_puulaauensis,60.418,75,509,3.662e-08
OffPos_NC_054857.1_3687631_3687823,0,0,0,1
OffPos_NC_054860.1_4020412_4020608_Aspergillus_puulaauensis,17.532,149,214,0.367
OffNeg_NC_054860.1_276818_277160_Aspergillus_puulaauensis,26.389,345,440,0.096
NC_054862.1_3289619_3290549_Aspergillus_puulaauensis,316.598,26,1003,0.000e+00
OffNeg_NC_054859.1_4090960_4091387_Aspergillus_puulaauensis,10.929,331,402,0.579
OffNeg_NC_054858.1_3285837_3285951_Aspergillus_puulaauensis,7.212,47,58,0.999
OffNeg_NC_054858.1_2976398_2976306,0,0,0,1
OffPos_NC_054864.1_2659998_2660182_Aspergillus_puulaauensis,15.631,133,156,0.450
OffNeg_NC_054864.1_561565_562499_Aspergillus_puulaauensis,11.378,34,66,0.616
OffPos_NC_054860.1_2660251_2660020_Aspergillus_puulaauensis,21.325,13,135,0.036
OffPos_NC_054858.1_1877702_1877838_Aspergillus_puulaauensis,13.914,203,286,0.190
OffPos_NC_054857.1_3184942_3183896_Aspergillus_puulaauensis,18.078,2,61,0.024
NC_054862.1_2486502_2486207_Aspergillus_puulaauensis,114.163,71,361,0.000e+00
NC_054860.1_1201515_1201170_Aspergillus_puulaauensis,167.034,76,417,0.000e+00
NC_054861.1_2641279_2641418_Aspergillus_puulaauensis,54.232,75,206,3.592e-09
OffNeg_NC_054862.1_420229_420500_Aspergillus_puulaauensis,13.353,236,277,0.980
OffNeg_NC_054857.1_3036899_3037192_Aspergillus_puulaauensis,7.446,285,365,0.983
NC_054861.1_1343436_1343918_Aspergillus_puulaauensis,203.840,76,555,0.000e+00
OffPos_NC_054857.1_3200934_3200848_Aspergillus_puulaauensis,11.673,1,60,0.414
NC_054858.1_1904991_1903869_Aspergillus_puulaauensis,493.173,76,1194,0.000e+00
OffPos_NC_054864.1_1736645_1736735_Aspergillus_puulaauensis,14.892,1,96,0.246
NC_054858.1_2890103_2891256_Aspergillus_puulaauensis,566.517,74,1231,0.000e+00
OffPos_NC_054859.1_2392396_2391650_Aspergillus_puulaauensis,10.030,48,107,0.234
NC_054862.1_355851_355616_Aspergillus_puulaauensis,86.973,71,313,2.803e-08
NC_054861.1_2715054_2715218_Aspergillus_puulaauensis,52.663,71,241,4.103e-09
NC_054862.1_743834_744007_Aspergillus_puulaauensis,25.405,70,246,0.004
OffNeg_NC_054860.1_771509_771183_Aspergillus_puulaauensis,45.743,241,408,2.120e-07
OffNeg_NC_054861.1_1179133_1179023_Aspergillus_puulaauensis,17.888,136,261,0.213
NC_054864.1_1602994_1603339_Aspergillus_puulaauensis,105.899,77,424,0.000e+00
OffPos_NC_054858.1_2345487_2344793_Aspergillus_puulaauensis,6.087,216,269,0.943
OffNeg_NC_054860.1_971075_971761_Aspergillus_puulaauensis,14.117,2,175,0.588
OffPos_NC_054863.1_368440_368358_Aspergillus_puulaauensis,8.399,79,123,0.606
OffPos_NC_054858.1_2153160_2152479_Aspergillus_puulaauensis,13.938,433,474,0.734
OffNeg_NC_054857.1_337509_337414,0,0,0,1
OffPos_NC_054860.1_1253927_1253507_Aspergillus_puulaauensis,21.005,36,134,0.195
OffPos_NC_054857.1_4721987_4721886_Aspergillus_puulaauensis,11.454,65,139,0.075
OffPos_NC_054859.1_4296160_4296281,0,0,0,1
NC_054862.1_1829903_1830666_Aspergillus_puulaauensis,163.548,69,827,0.000e+00
OffNeg_NC_054862.1_1336757_1336628_Aspergillus_puulaauensis,22.425,30,164,0.050
OffPos_NC_054863.1_990231_990445_Aspergillus_puulaauensis,6.346,101,118,0.118
OffPos_NC_054863.1_2573220_2573734_Aspergillus_puulaauensis,19.540,311,430,0.254
OffNeg_NC_054857.1_3064239_3064836_Aspergillus_puulaauensis,9.936,300,323,0.974
OffPos_NC_054864.1_2089100_2088579_Aspergillus_puulaauensis,9.465,344,406,0.505
OffNeg_NC_054862.1_1077060_1076553_Aspergillus_puulaauensis,24.164,327,410,0.058
NC_054863.1_1268945_1268510_Aspergillus_puulaauensis,97.476,64,531,8.996e-10
NC_054858.1_3760685_3760434_Aspergillus_puulaauensis,13.234,121,213,0.300
OffNeg_NC_054863.1_87582_88659_Aspergillus_puulaauensis,13.619,371,415,0.716
OffNeg_NC_054859.1_1461427_1461266_Aspergillus_puulaauensis,18.749,55,132,0.218
NC_054857.1_357236_356738_Aspergillus_puulaauensis,202.807,69,584,0.000e+00
NC_054862.1_940644_940402_Aspergillus_puulaauensis,90.964,67,324,7.098e-13
OffPos_NC_054859.1_1401731_1401566,0,0,0,1
NC_054859.1_3871274_3870085_Aspergillus_puulaauensis,100.210,318,1253,0.000e+00
OffPos_NC_054860.1_2826712_2827214_Aspergillus_puulaauensis,10.916,310,330,0.999
OffPos_NC_054858.1_3793838_3793934,0,0,0,1
OffPos_NC_054857.1_3207758_3208188_Aspergillus_puulaauensis,12.057,90,188,0.279
OffPos_NC_054858.1_2805478_2805285_Aspergillus_puulaauensis,10.526,102,131,0.951
OffPos_NC_054857.1_5778968_5779220,0,0,0,1
OffNeg_NC_054859.1_1617781_1617169_Aspergillus_puulaauensis,17.381,419,502,0.551
NC_054861.1_2139529_2139400_Aspergillus_puulaauensis,44.333,49,222,7.797e-05
NC_054860.1_1410791_1411065_Aspergillus_puulaauensis,44.724,72,380,0.002
OffPos_NC_054864.1_2163337_2162338_Aspergillus_puulaauensis,18.522,796,837,0.139
OffNeg_NC_054857.1_1376969_1377107_Aspergillus_puulaauensis,35.692,83,223,0.002
NC_054857.1_3168567_3169234_Aspergillus_puulaauensis,313.906,62,757,0.000e+00
NC_054858.1_2322422_2323285_Aspergillus_puulaauensis,426.445,82,942,0.000e+00
NC_054862.1_1759998_1759839_Aspergillus_puulaauensis,28.859,76,219,0.031
OffPos_NC_054861.1_2029218_2029067_Aspergillus_puulaauensis,84.822,99,302,8.609e-11
OffNeg_NC_054863.1_1709431_1709326_Aspergillus_puulaauensis,26.779,21,233,0.026
OffNeg_NC_054861.1_1864670_1864542_Aspergillus_puulaauensis,10.301,39,113,0.469
OffNeg_NC_054858.1_4929563_4929681_Aspergillus_puulaauensis,13.863,50,121,0.286
OffNeg_NC_054857.1_687730_687946_Aspergillus_puulaauensis,8.431,269,289,0.813
